age,workclass,education,marital.status,occupation,race,sex,hours.per.week,income
33,Private,Some-college,Separated,Tech-support,White,Female,50,0
28,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,0
74,Private,10th,Divorced,Other-service,White,Female,1,0
40,Private,Bachelors,Married,Adm-clerical,White,Male,40,1
35,Private,Assoc,Divorced,Sales,White,Male,40,0
35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,White,Male,50,0
41,Private,Some-college,Married,Sales,White,Male,40,1
38,Private,Some-college,Never-married,Sales,White,Male,50,0
29,Self-emp-not-inc,10th,Married,Craft-repair,White,Male,35,1
46,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,50,0
46,Private,HS-grad,Divorced,Craft-repair,White,Female,40,0
40,Private,Bachelors,Married,Prof-specialty,White,Male,60,1
39,Private,Assoc,Married-civ-spouse,Protective-serv,Black,Male,60,0
31,Private,HS-grad,Never-married,Exec-managerial,White,Male,60,0
31,State-gov,Bachelors,Never-married,Prof-specialty,White,Female,40,0
27,Private,Some-college,Married,Craft-repair,White,Male,45,0
27,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,25,0
28,Private,Bachelors,Never-married,Prof-specialty,White,Female,20,0
21,Private,HS-grad,Never-married,Other-service,Black,Female,30,0
57,Local-gov,Bachelors,Divorced,Exec-managerial,White,Male,40,0
56,Local-gov,Masters,Divorced,Prof-specialty,White,Female,40,0
48,Private,Preschool,Separated,Other-service,White,Female,40,0
36,Self-emp-inc,Some-college,Divorced,Sales,Asian-Pac-Islander,Male,55,0
51,Private,12th,Married,Transport-moving,White,Male,40,0
39,Local-gov,Assoc,Never-married,Transport-moving,White,Male,48,0
43,Private,HS-grad,Married,Transport-moving,White,Male,70,1
51,Local-gov,HS-grad,Married,Machine-op-inspct,White,Male,40,0
43,State-gov,HS-grad,Married,Prof-specialty,White,Male,40,0
35,Private,HS-grad,Divorced,Exec-managerial,White,Female,50,0
39,Private,10th,Separated,Other-service,Black,Female,12,0
23,Private,Preschool,Never-married,Other-service,White,Female,15,0
26,Private,11th,Married,Machine-op-inspct,White,Male,40,0
25,Local-gov,HS-grad,Never-married,Prof-specialty,Black,Female,40,0
29,Private,Some-college,Separated,Handlers-cleaners,Black,Male,42,0
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,45,0
37,Self-emp-inc,Assoc,Married-civ-spouse,Sales,White,Male,40,1
37,Private,Masters,Never-married,Exec-managerial,White,Female,40,1
21,Private,Some-college,Never-married,Sales,White,Female,16,0
25,State-gov,Some-college,Married,Adm-clerical,Black,Female,40,0
61,State-gov,HS-grad,Widowed,Adm-clerical,Amer-Indian-Eskimo,Female,40,0
28,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
24,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
47,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,1
29,Private,HS-grad,Married,Transport-moving,White,Male,80,0
49,Self-emp-not-inc,9th,Divorced,Other-service,White,Female,20,0
41,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,35,0
33,Private,Some-college,Never-married,Exec-managerial,Black,Female,40,0
32,Private,Some-college,Divorced,Handlers-cleaners,White,Male,16,0
48,Private,Bachelors,Divorced,Sales,Black,Male,40,1
24,Private,Some-college,Never-married,Sales,White,Female,40,0
50,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,38,1
31,State-gov,HS-grad,Never-married,Protective-serv,Asian-Pac-Islander,Male,40,0
23,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,55,1
35,Private,HS-grad,Married,Other-service,White,Male,40,0
50,Local-gov,HS-grad,Married,Protective-serv,White,Male,40,0
39,Private,9th,Divorced,Handlers-cleaners,White,Male,50,0
52,Private,7th-8th,Married,Other-service,White,Male,48,0
44,Private,HS-grad,Married,Farming-fishing,White,Male,80,0
43,Private,Bachelors,Married,Prof-specialty,White,Male,50,1
39,Private,HS-grad,Married,Prof-specialty,White,Male,40,0
33,Private,7th-8th,Never-married,Farming-fishing,White,Male,40,1
40,Self-emp-not-inc,Some-college,Married,Prof-specialty,White,Female,40,1
28,Local-gov,Prof-school,Married,Prof-specialty,White,Male,40,0
19,Private,12th,Never-married,Prof-specialty,Asian-Pac-Islander,Female,25,0
35,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,50,0
44,Private,Bachelors,Married,Prof-specialty,White,Male,60,0
40,Self-emp-not-inc,Bachelors,Married,Adm-clerical,White,Male,40,0
20,Private,Some-college,Never-married,Adm-clerical,White,Female,35,0
55,Private,HS-grad,Divorced,Craft-repair,Black,Male,48,1
30,Private,7th-8th,Separated,Transport-moving,White,Male,35,0
38,Private,HS-grad,Married,Sales,White,Male,55,1
17,Private,11th,Never-married,Other-service,White,Male,15,0
20,Private,Some-college,Never-married,Sales,White,Male,30,0
25,Private,Assoc,Never-married,Tech-support,White,Male,30,0
27,Private,Bachelors,Married,Sales,White,Male,45,0
19,Private,Some-college,Never-married,Sales,White,Female,20,0
21,Private,Some-college,Married,Sales,Amer-Indian-Eskimo,Female,40,0
19,Private,Some-college,Never-married,Other-service,White,Male,20,0
42,Private,Some-college,Never-married,Other-service,White,Male,40,0
28,Private,10th,Married,Craft-repair,White,Male,36,0
47,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,40,1
59,Private,Some-college,Divorced,Other-service,White,Female,32,0
50,Private,HS-grad,Married,Craft-repair,White,Male,40,1
48,Self-emp-inc,HS-grad,Married,Exec-managerial,White,Male,80,0
33,Local-gov,HS-grad,Married,Protective-serv,White,Male,40,0
27,Private,Assoc,Never-married,Sales,White,Female,40,0
24,Private,7th-8th,Never-married,Sales,White,Male,40,0
31,Private,HS-grad,Married,Adm-clerical,White,Female,40,1
24,Private,5th-6th,Never-married,Farming-fishing,Black,Male,40,0
29,Private,HS-grad,Never-married,Exec-managerial,White,Male,40,0
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,30,0
24,Private,Bachelors,Never-married,Adm-clerical,White,Female,30,0
28,Private,Some-college,Never-married,Exec-managerial,Black,Female,45,0
36,Federal-gov,Some-college,Married,Handlers-cleaners,White,Male,50,0
58,State-gov,7th-8th,Married,Transport-moving,White,Male,40,0
51,Private,Some-college,Divorced,Exec-managerial,White,Female,36,0
42,Private,Some-college,Married,Craft-repair,White,Male,50,1
39,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
26,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,40,0
39,Private,Some-college,Never-married,Craft-repair,White,Male,40,0
28,Private,Bachelors,Never-married,Prof-specialty,White,Male,45,0
45,Private,Bachelors,Married,Exec-managerial,White,Male,40,0
45,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,0
23,State-gov,Bachelors,Never-married,Prof-specialty,White,Female,40,0
38,Private,11th,Married,Transport-moving,White,Male,36,0
39,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
52,Private,Assoc,Never-married,Farming-fishing,White,Male,50,0
17,Private,12th,Never-married,Sales,White,Female,6,0
31,Private,Bachelors,Married,Exec-managerial,White,Male,50,0
22,Private,HS-grad,Never-married,Transport-moving,Black,Male,24,0
28,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
41,Private,HS-grad,Married,Transport-moving,White,Male,50,1
29,Private,Masters,Never-married,Prof-specialty,Black,Male,42,0
42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,60,1
52,Federal-gov,Some-college,Married,Adm-clerical,White,Male,40,0
35,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,0
28,Private,Assoc,Never-married,Adm-clerical,White,Female,40,0
45,Local-gov,HS-grad,Married,Adm-clerical,Black,Female,40,0
21,Private,HS-grad,Never-married,Transport-moving,White,Male,40,0
74,Private,10th,Married,Adm-clerical,White,Male,20,0
29,Private,HS-grad,Married,Transport-moving,White,Male,40,0
39,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,40,0
23,Self-emp-inc,Bachelors,Never-married,Farming-fishing,White,Male,40,0
32,Local-gov,Assoc,Divorced,Exec-managerial,Black,Female,40,0
43,Private,HS-grad,Divorced,Exec-managerial,White,Female,30,1
23,Private,Preschool,Never-married,Other-service,Asian-Pac-Islander,Female,40,0
18,Private,Some-college,Never-married,Adm-clerical,White,Female,38,0
38,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,0
19,Self-emp-inc,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,35,0
37,Private,HS-grad,Divorced,Tech-support,White,Male,45,0
25,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,0
32,Private,Bachelors,Never-married,Adm-clerical,White,Female,48,0
18,Self-emp-not-inc,11th,Never-married,Craft-repair,White,Male,40,0
25,Private,HS-grad,Never-married,Transport-moving,White,Male,40,0
53,Private,Some-college,Married,Craft-repair,White,Male,40,0
33,Private,Doctorate,Married,Prof-specialty,White,Male,60,1
27,Private,Bachelors,Never-married,Craft-repair,White,Male,45,0
24,State-gov,HS-grad,Married,Protective-serv,White,Male,40,0
54,Self-emp-not-inc,7th-8th,Married,Machine-op-inspct,White,Male,50,0
23,Private,Some-college,Never-married,Sales,White,Female,30,0
45,Private,Assoc,Widowed,Adm-clerical,Asian-Pac-Islander,Female,40,0
36,Private,Some-college,Married,Exec-managerial,White,Female,35,1
24,Private,HS-grad,Never-married,Transport-moving,Black,Male,40,0
50,Private,HS-grad,Married,Handlers-cleaners,White,Female,40,0
58,Private,Bachelors,Widowed,Exec-managerial,White,Female,40,0
44,Self-emp-inc,HS-grad,Married,Other-service,Black,Male,48,0
24,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,55,0
34,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,44,0
40,Private,Assoc,Never-married,Tech-support,Black,Male,40,0
53,Private,Bachelors,Divorced,Adm-clerical,White,Female,40,0
24,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
26,Private,Some-college,Married,Craft-repair,White,Male,45,0
22,Private,Assoc,Never-married,Handlers-cleaners,White,Male,40,0
36,Private,HS-grad,Married,Craft-repair,White,Male,40,0
36,Private,Bachelors,Married,Prof-specialty,White,Male,45,1
43,Local-gov,Bachelors,Married,Prof-specialty,White,Female,28,0
60,Private,7th-8th,Married,Handlers-cleaners,White,Male,40,0
34,Self-emp-not-inc,7th-8th,Never-married,Handlers-cleaners,Black,Male,10,0
46,Private,Some-college,Married,Adm-clerical,White,Male,40,0
46,Local-gov,Bachelors,Married,Transport-moving,Black,Male,40,0
69,Private,HS-grad,Married,Other-service,White,Male,20,0
32,Private,10th,Married,Craft-repair,White,Male,40,1
40,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,50,1
56,Private,Some-college,Married,Exec-managerial,White,Male,40,1
47,Private,HS-grad,Married,Tech-support,White,Male,40,0
29,Private,HS-grad,Married,Machine-op-inspct,Black,Male,40,0
37,Private,HS-grad,Married,Machine-op-inspct,White,Male,46,0
33,Private,HS-grad,Separated,Other-service,White,Female,40,0
51,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,80,1
24,Private,Assoc,Married-civ-spouse,Machine-op-inspct,White,Male,40,0
37,Self-emp-not-inc,Assoc,Never-married,Other-service,White,Female,40,0
40,Private,Some-college,Divorced,Exec-managerial,White,Male,40,0
34,Private,Masters,Never-married,Exec-managerial,White,Male,40,0
69,Federal-gov,11th,Widowed,Adm-clerical,White,Female,20,0
41,Self-emp-not-inc,Assoc,Divorced,Other-service,White,Female,10,0
40,Private,HS-grad,Married,Craft-repair,White,Male,40,0
57,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,40,0
26,Private,Bachelors,Married,Exec-managerial,White,Male,55,0
53,Private,HS-grad,Married,Craft-repair,White,Male,46,1
39,Private,Bachelors,Divorced,Exec-managerial,White,Male,55,0
51,Federal-gov,Bachelors,Widowed,Adm-clerical,White,Female,40,0
56,Federal-gov,Bachelors,Married,Exec-managerial,White,Male,40,1
51,Private,10th,Separated,Adm-clerical,Black,Female,40,0
17,Private,12th,Never-married,Prof-specialty,White,Male,20,0
42,Private,Some-college,Divorced,Adm-clerical,White,Female,40,0
33,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
43,Private,Some-college,Divorced,Machine-op-inspct,White,Male,40,0
64,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,9,1
40,Private,HS-grad,Divorced,Transport-moving,White,Male,60,1
21,Private,5th-6th,Never-married,Handlers-cleaners,White,Male,40,0
31,Private,Some-college,Married,Exec-managerial,White,Male,40,0
60,Private,Assoc,Widowed,Exec-managerial,Asian-Pac-Islander,Female,40,1
32,Private,12th,Married,Sales,White,Male,40,1
27,Private,HS-grad,Never-married,Craft-repair,Black,Male,20,0
40,Private,HS-grad,Married,Exec-managerial,White,Female,40,0
27,Private,HS-grad,Married,Other-service,White,Female,40,1
18,Private,Some-college,Never-married,Other-service,White,Male,30,0
43,Private,HS-grad,Separated,Other-service,Black,Female,40,0
52,Private,HS-grad,Married,Machine-op-inspct,White,Male,48,1
31,Private,HS-grad,Never-married,Other-service,White,Male,85,0
28,Private,HS-grad,Married,Transport-moving,White,Male,60,0
44,Private,Masters,Never-married,Prof-specialty,White,Female,35,0
37,Self-emp-not-inc,Some-college,Married,Farming-fishing,White,Male,84,0
35,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
42,Private,9th,Separated,Craft-repair,Black,Male,40,0
18,Private,10th,Never-married,Other-service,Black,Male,10,0
54,Federal-gov,HS-grad,Married,Adm-clerical,White,Male,40,1
56,Private,Some-college,Divorced,Adm-clerical,White,Female,45,0
27,Private,Some-college,Never-married,Sales,White,Male,50,0
26,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,0
41,Local-gov,Some-college,Married,Craft-repair,White,Male,40,0
32,Private,Some-college,Divorced,Machine-op-inspct,White,Female,40,0
18,Private,HS-grad,Never-married,Adm-clerical,White,Female,30,0
36,Private,HS-grad,Married,Handlers-cleaners,White,Male,65,0
37,Private,10th,Never-married,Handlers-cleaners,White,Male,40,0
31,Private,5th-6th,Never-married,Farming-fishing,White,Male,25,0
46,Private,Bachelors,Married,Exec-managerial,White,Male,51,0
24,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,0
25,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Male,35,0
55,Private,5th-6th,Married,Craft-repair,White,Male,50,0
64,Local-gov,HS-grad,Widowed,Exec-managerial,White,Male,40,0
30,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,40,0
65,Private,Masters,Never-married,Prof-specialty,White,Male,99,0
46,Federal-gov,Bachelors,Divorced,Prof-specialty,White,Male,40,0
18,Private,Some-college,Never-married,Sales,White,Female,25,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,40,0
34,State-gov,Doctorate,Married,Prof-specialty,White,Male,45,1
24,Private,Some-college,Never-married,Sales,White,Male,35,0
36,Private,10th,Never-married,Handlers-cleaners,White,Female,34,0
44,Private,7th-8th,Married,Machine-op-inspct,Other,Male,40,0
23,Private,Some-college,Never-married,Adm-clerical,White,Female,60,0
57,Private,HS-grad,Married,Craft-repair,White,Male,55,0
41,Self-emp-not-inc,Some-college,Married,Sales,White,Male,60,1
20,Local-gov,HS-grad,Married,Protective-serv,Black,Male,30,0
32,Private,Some-college,Married,Craft-repair,White,Male,36,0
38,Self-emp-inc,Bachelors,Never-married,Craft-repair,White,Female,20,0
29,Private,HS-grad,Never-married,Transport-moving,White,Female,45,0
22,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
21,Private,Some-college,Never-married,Sales,Asian-Pac-Islander,Male,30,0
45,State-gov,Masters,Divorced,Exec-managerial,White,Male,45,0
76,Local-gov,HS-grad,Widowed,Other-service,White,Female,13,0
45,Private,Bachelors,Married,Machine-op-inspct,White,Male,40,1
49,Local-gov,Masters,Separated,Prof-specialty,White,Female,70,0
36,Local-gov,Assoc,Never-married,Protective-serv,Black,Female,60,1
22,Private,11th,Never-married,Craft-repair,White,Male,35,0
47,Private,Assoc,Divorced,Prof-specialty,White,Female,44,0
26,Private,HS-grad,Married,Sales,White,Male,55,0
21,Private,Some-college,Divorced,Craft-repair,White,Male,40,0
27,Private,HS-grad,Never-married,Transport-moving,White,Female,15,0
26,Private,Bachelors,Never-married,Other-service,White,Male,40,0
20,Private,Assoc,Never-married,Tech-support,White,Female,25,0
31,Self-emp-not-inc,Masters,Never-married,Prof-specialty,White,Male,45,0
57,Local-gov,Masters,Divorced,Other-service,Black,Female,40,0
39,Private,11th,Divorced,Sales,White,Female,40,0
66,Private,Some-college,Married,Exec-managerial,White,Male,45,0
34,Local-gov,Some-college,Married,Craft-repair,White,Male,40,0
21,Private,HS-grad,Never-married,Other-service,White,Female,40,0
49,Local-gov,Assoc,Divorced,Adm-clerical,White,Female,30,0
42,Private,11th,Married,Transport-moving,Black,Male,40,0
59,Private,HS-grad,Married,Transport-moving,White,Male,45,0
63,Private,Some-college,Divorced,Other-service,White,Female,40,0
26,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
41,Private,9th,Divorced,Other-service,White,Female,35,0
19,Private,HS-grad,Never-married,Other-service,White,Male,20,0
45,Local-gov,11th,Married,Other-service,White,Female,25,0
47,Private,HS-grad,Married,Other-service,White,Female,30,1
47,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,0
34,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,0
36,Private,HS-grad,Divorced,Transport-moving,White,Male,40,0
53,Private,HS-grad,Widowed,Craft-repair,White,Male,40,1
39,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,40,0
52,Self-emp-not-inc,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,0
59,Private,Assoc,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,0
50,Private,HS-grad,Married,Craft-repair,White,Male,50,1
31,Private,Bachelors,Married,Tech-support,Asian-Pac-Islander,Male,40,1
41,Self-emp-not-inc,Some-college,Married,Exec-managerial,White,Male,40,1
45,Private,Assoc,Widowed,Tech-support,White,Male,40,1
54,Local-gov,Masters,Divorced,Prof-specialty,White,Female,40,0
22,Private,HS-grad,Never-married,Farming-fishing,White,Male,25,0
43,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,0
