age,workclass,education,marital.status,hours.per.week,sex,race,income
47,Private,Assoc,Never-married,40,Female,Black,0
69,Private,HS-grad,Divorced,40,Female,Black,1
26,Private,Some-college,Married,48,Male,White,0
43,Private,Masters,Separated,35,Female,White,0
63,Private,HS-grad,Widowed,25,Female,White,0
45,Private,HS-grad,Never-married,38,Female,Black,0
39,Private,HS-grad,Never-married,40,Male,Black,0
59,Private,HS-grad,Married,65,Male,White,1
67,Private,Assoc,Married,65,Female,White,0
21,Private,Assoc,Never-married,15,Female,White,0
37,Private,Some-college,Never-married,40,Male,Black,1
51,Private,Assoc,Married,20,Female,White,0
47,Private,Assoc,Married,40,Male,White,1
23,Private,Bachelors,Never-married,40,Male,White,0
35,Private,HS-grad,Married,40,Female,Black,0
38,Private,HS-grad,Married,40,Male,Black,0
40,Private,HS-grad,Married,40,Male,White,0
58,Private,Bachelors,Married,50,Female,White,0
62,Private,Masters,Married,45,Male,White,1
52,State-gov,Bachelors,Married,40,Female,Black,0
48,Private,HS-grad,Married,40,Male,Black,1
35,Federal-gov,Bachelors,Married,40,Male,White,1
35,Local-gov,Bachelors,Married,32,Female,White,0
60,Private,HS-grad,Widowed,39,Male,White,0
60,Private,HS-grad,Widowed,45,Female,Black,0
41,Federal-gov,Some-college,Married,62,Male,White,1
73,Private,Some-college,Married,2,Male,White,0
52,Self-emp-inc,Some-college,Married,70,Male,White,1
50,Self-emp-not-inc,Assoc,Married,30,Female,White,0
25,Private,Bachelors,Never-married,30,Female,White,0
26,Private,HS-grad,Married,26,Female,Other,0
27,Private,HS-grad,Married,40,Male,Other,0
50,Private,HS-grad,Divorced,40,Female,Black,1
45,Private,HS-grad,Never-married,30,Male,Black,0
46,Private,Some-college,Married,24,Female,White,0
51,Private,HS-grad,Married,40,Male,White,0
22,Private,Some-college,Married,30,Female,White,0
24,Private,HS-grad,Married,40,Male,White,0
51,Private,Bachelors,Never-married,38,Female,White,0
67,Self-emp-not-inc,Assoc,Widowed,40,Female,White,0
42,Private,Some-college,Married,40,Female,White,0
44,Private,Some-college,Married,40,Male,White,1
24,Private,HS-grad,Never-married,40,Male,White,0
51,Private,HS-grad,Married,40,Male,White,0
44,Private,HS-grad,Married,40,Female,White,0
22,Private,HS-grad,Never-married,40,Female,White,0
35,Private,Preschool,Married,40,Male,Other,0
21,Private,HS-grad,Married,60,Female,White,0
31,Private,Masters,Married,40,Female,White,1
31,Private,Masters,Married,40,Male,White,1
32,Private,Some-college,Married,40,Male,White,1
61,Self-emp-not-inc,HS-grad,Married,15,Female,White,0
24,Private,HS-grad,Never-married,30,Female,Black,0
61,Private,HS-grad,Divorced,40,Female,White,1
26,Federal-gov,Masters,Never-married,40,Female,White,1
61,Private,Bachelors,Divorced,40,Female,White,0
62,Private,Some-college,Married,40,Male,White,1
59,Private,Some-college,Married,40,Female,White,0
60,Private,Preschool,Married,40,Male,White,1
55,Private,HS-grad,Married,32,Female,White,0
45,Private,Masters,Divorced,40,Female,White,1
37,Local-gov,Some-college,Divorced,40,Male,White,0
38,Private,HS-grad,Never-married,8,Male,White,0
34,Self-emp-not-inc,Some-college,Never-married,10,Female,Black,0
48,Private,12th,Divorced,40,Female,Asian-Pac-Islander,0
47,Private,10th,Married,40,Female,Asian-Pac-Islander,0
41,Private,10th,Divorced,40,Male,Asian-Pac-Islander,0
22,Private,HS-grad,Never-married,16,Female,Black,0
58,Private,Masters,Separated,60,Male,White,1
27,Private,HS-grad,Never-married,44,Male,White,0
55,Private,HS-grad,Divorced,40,Male,White,0
61,Private,HS-grad,Never-married,30,Male,White,0
37,Self-emp-not-inc,HS-grad,Married,50,Male,Other,0
30,Private,Masters,Married,35,Female,Other,0
60,Private,Some-college,Married,40,Male,White,0
59,State-gov,Some-college,Married,36,Female,White,0
62,Private,Preschool,Married,24,Female,White,0
70,Private,Some-college,Married,55,Male,White,1
38,Private,Masters,Never-married,48,Female,White,1
53,Private,HS-grad,Married,70,Male,White,0
63,Private,Some-college,Married,50,Female,White,1
62,Private,Some-college,Divorced,60,Male,White,1
29,Private,Masters,Never-married,40,Female,Black,0
28,Private,10th,Never-married,40,Female,Black,0
62,Self-emp-inc,11th,Married,40,Male,White,0
40,Federal-gov,Masters,Married,50,Male,White,1
69,Private,Bachelors,Never-married,40,Female,White,0
63,Private,Bachelors,Never-married,40,Female,White,0
55,State-gov,Doctorate,Married,40,Male,White,1
57,State-gov,Masters,Married,20,Female,White,0
30,Private,Bachelors,Never-married,45,Male,White,1
59,Federal-gov,Bachelors,Married,40,Male,White,0
52,Self-emp-not-inc,Masters,Married,48,Female,White,0
34,Private,Some-college,Married,42,Female,White,0
32,Private,HS-grad,Married,45,Male,White,0
43,Local-gov,HS-grad,Married,40,Female,White,0
46,Self-emp-not-inc,Assoc,Married,40,Male,White,0
17,Private,11th,Never-married,20,Male,White,0
68,Self-emp-not-inc,HS-grad,Married,4,Female,White,0
52,Private,10th,Married,50,Female,White,0
55,Private,9th,Married,40,Male,White,0
61,Private,9th,Divorced,35,Female,White,0
62,Private,11th,Married,40,Male,White,1
52,Private,Masters,Married,40,Male,White,1
21,Private,Some-college,Never-married,20,Female,White,0
28,Private,Some-college,Never-married,40,Female,Black,0
24,Federal-gov,Bachelors,Never-married,40,Male,Black,0
62,Private,HS-grad,Married,40,Male,Black,0
56,Private,Some-college,Married,40,Female,Black,0
62,Private,Bachelors,Divorced,30,Male,White,1
52,Private,Prof-school,Married,40,Male,White,1
46,Private,Some-college,Married,40,Female,Black,0
49,Private,Some-college,Never-married,40,Male,White,0
37,Private,Assoc,Married,38,Female,White,1
40,Private,HS-grad,Married,40,Male,White,0
32,Private,Assoc,Never-married,50,Male,White,1
50,Private,Some-college,Married,45,Female,White,0
37,Private,HS-grad,Married,40,Male,White,0
38,Private,Some-college,Married,40,Female,White,0
17,Private,HS-grad,Never-married,20,Female,White,0
37,Private,Masters,Never-married,40,Female,Black,0
41,Private,Assoc,Married,55,Male,White,1
36,Private,HS-grad,Married,45,Female,White,0
56,Local-gov,Masters,Married,60,Male,White,1
54,Local-gov,Some-college,Married,40,Female,White,0
61,Private,Some-college,Married,18,Female,White,1
86,Private,Bachelors,Married,40,Female,White,0
29,Private,Bachelors,Married,40,Male,White,0
27,Private,Assoc,Married,99,Female,White,0
70,Private,Bachelors,Married,38,Male,White,1
70,Private,Masters,Married,10,Female,White,0
52,Local-gov,HS-grad,Divorced,30,Male,White,0
30,Private,Bachelors,Married,37,Female,White,0
37,Private,HS-grad,Married,55,Male,White,1
35,Private,Some-college,Married,60,Male,White,1
59,Private,Some-college,Married,50,Male,White,1
23,Private,HS-grad,Never-married,40,Female,Black,0
28,Private,5th-6th,Never-married,30,Male,White,0
47,Private,Some-college,Married,45,Female,White,1
17,Private,11th,Never-married,15,Female,White,0
30,Private,Bachelors,Married,40,Female,White,0
32,Private,HS-grad,Married,50,Male,White,0
70,Private,Masters,Married,50,Male,White,0
60,Private,Masters,Married,40,Male,White,1
38,Private,HS-grad,Never-married,40,Female,Black,0
17,Private,10th,Never-married,25,Male,Black,0
17,Private,11th,Never-married,20,Male,Black,0
49,Local-gov,Some-college,Divorced,50,Male,White,1
42,Private,HS-grad,Married,50,Male,Black,0
46,Private,HS-grad,Never-married,35,Male,Black,0
29,Federal-gov,Some-college,Married,40,Male,White,1
25,Private,Assoc,Married,40,Female,White,0
30,Private,Some-college,Married,9,Female,Other,0
31,State-gov,HS-grad,Married,60,Male,White,0
58,Private,Some-college,Never-married,25,Male,White,0
18,Private,HS-grad,Never-married,24,Female,White,0
34,Private,Some-college,Separated,15,Female,Black,0
33,Self-emp-inc,Prof-school,Married,40,Male,White,1
31,Private,Prof-school,Married,40,Female,White,1
41,State-gov,Doctorate,Married,40,Female,White,0
57,Federal-gov,Masters,Married,40,Male,White,1
23,Private,Some-college,Never-married,50,Male,White,0
68,Federal-gov,Masters,Divorced,40,Male,White,1
70,Self-emp-not-inc,Assoc,Divorced,25,Male,White,0
24,Private,Some-college,Never-married,35,Female,White,0
41,Private,11th,Divorced,45,Male,White,0
55,Private,HS-grad,Divorced,40,Female,White,0
24,Private,Some-college,Never-married,40,Male,White,1
65,Local-gov,9th,Married,40,Male,White,0
63,Private,HS-grad,Married,48,Female,White,0
66,Federal-gov,Masters,Widowed,40,Female,White,1
44,Private,HS-grad,Married,40,Female,Black,0
45,Private,HS-grad,Married,40,Male,Black,0
20,Private,HS-grad,Never-married,40,Male,Black,0
29,Private,Some-college,Married,40,Male,White,1
28,Local-gov,11th,Married,40,Male,White,1
31,Private,HS-grad,Married,40,Female,White,0
57,Private,Assoc,Divorced,40,Female,Black,0
27,Private,Bachelors,Never-married,40,Female,Black,1
42,Private,Assoc,Married,40,Female,White,0
45,Private,Bachelors,Married,40,Male,White,1
35,Private,Some-college,Married,50,Male,White,0
34,Private,HS-grad,Married,25,Female,White,0
70,Private,Some-college,Married,30,Male,White,0
64,Private,HS-grad,Married,45,Female,White,1
26,Private,Bachelors,Never-married,40,Female,White,0
59,Private,HS-grad,Married,45,Female,White,0
30,Private,Some-college,Married,28,Female,White,0
32,Private,7th-8th,Married,70,Male,White,0
39,State-gov,Masters,Never-married,40,Female,Black,0
71,Private,Some-college,Married,42,Male,Black,0
64,Private,Some-college,Married,37,Female,Black,0
65,Self-emp-inc,HS-grad,Married,60,Male,White,1
35,Self-emp-inc,HS-grad,Never-married,40,Female,White,0
49,Private,Doctorate,Married,30,Female,White,0
50,Private,Doctorate,Married,40,Male,White,1
71,Private,HS-grad,Married,16,Female,White,0
23,Private,HS-grad,Married,40,Male,White,0
49,Private,HS-grad,Married,40,Male,Black,1
64,Self-emp-inc,Bachelors,Married,40,Female,White,1
76,Self-emp-inc,Prof-school,Married,35,Male,White,1
53,Private,Some-college,Married,40,Male,White,1
22,Private,Some-college,Never-married,45,Male,White,0
49,Private,HS-grad,Married,44,Female,White,0
52,Federal-gov,Some-college,Married,40,Male,White,1
45,Private,Bachelors,Married,40,Male,Black,0
44,Private,Bachelors,Married,40,Female,Black,0
45,Private,Bachelors,Married,45,Female,White,0
50,Self-emp-not-inc,9th,Married,70,Male,White,1
21,Private,HS-grad,Never-married,40,Male,White,0
41,Federal-gov,HS-grad,Married,42,Female,White,0
27,Private,Some-college,Never-married,60,Male,Black,0
27,Private,Masters,Married,29,Male,White,0
24,Private,Bachelors,Married,29,Female,White,0
54,Private,Some-college,Married,40,Male,Black,0
54,Local-gov,Some-college,Married,40,Female,Black,0
44,Self-emp-not-inc,Some-college,Married,28,Female,White,0
48,Self-emp-not-inc,7th-8th,Married,40,Male,White,0
25,State-gov,Bachelors,Never-married,45,Female,White,0
44,Federal-gov,Masters,Married,40,Female,White,1
47,Private,Some-college,Married,40,Male,White,1
21,Local-gov,Some-college,Never-married,5,Male,White,0
33,Private,11th,Never-married,50,Male,White,0
19,Private,7th-8th,Never-married,28,Female,White,0
43,Private,11th,Married,40,Male,White,0
38,Private,HS-grad,Married,15,Female,White,0
24,Private,Bachelors,Never-married,36,Female,White,1
32,Private,HS-grad,Never-married,40,Female,Black,0
38,Private,HS-grad,Divorced,40,Male,Black,0
46,Private,HS-grad,Married,50,Male,White,1
19,Private,HS-grad,Never-married,40,Female,White,0
18,Private,HS-grad,Never-married,40,Male,White,0
49,Private,Bachelors,Married,40,Female,White,1
53,Private,Preschool,Married,16,Male,White,0
39,Private,Masters,Divorced,40,Male,Other,1
50,Local-gov,Assoc,Widowed,40,Female,Black,0
39,Private,Bachelors,Married,40,Female,White,0
55,Self-emp-not-inc,5th-6th,Married,40,Male,White,0
53,Private,Bachelors,Divorced,40,Female,White,0
57,Private,Bachelors,Married,35,Female,White,0
53,Private,Masters,Married,50,Male,White,1
22,Private,Some-college,Never-married,40,Male,White,0
77,Self-emp-inc,HS-grad,Married,40,Male,White,1
32,Private,HS-grad,Married,40,Male,White,1
57,Private,HS-grad,Married,40,Male,Black,0
59,Private,Assoc,Married,45,Female,White,1
61,Self-emp-not-inc,Assoc,Married,40,Male,White,1
26,Private,12th,Never-married,50,Male,Black,0
79,Self-emp-inc,HS-grad,Widowed,35,Female,White,0
64,Private,Assoc,Married,50,Male,White,0
65,Self-emp-inc,HS-grad,Divorced,15,Female,White,0
19,Private,HS-grad,Never-married,25,Male,White,0
62,Private,HS-grad,Divorced,50,Male,White,0
30,Private,Bachelors,Married,50,Female,White,1
30,Private,Some-college,Married,40,Male,White,0
55,Private,Bachelors,Never-married,40,Male,Black,1
33,Private,Bachelors,Never-married,40,Female,Black,1
47,Private,Some-college,Married,40,Male,White,1
47,Private,Some-college,Married,40,Female,White,0
18,Private,Some-college,Never-married,45,Male,White,0
30,Private,HS-grad,Never-married,40,Male,Black,0
39,Private,HS-grad,Never-married,40,Female,Black,0
20,Private,HS-grad,Never-married,40,Male,Black,0
19,Private,Some-college,Never-married,30,Male,Black,0
18,Private,HS-grad,Married,40,Female,Black,0
26,Private,HS-grad,Never-married,40,Female,White,0
56,Private,Bachelors,Married,40,Male,White,1
17,Private,11th,Never-married,12,Female,White,0
27,Self-emp-not-inc,Some-college,Never-married,40,Male,White,0
23,Private,Some-college,Never-married,5,Female,White,0
39,Private,Some-college,Married,20,Female,White,0
43,Private,7th-8th,Married,45,Male,White,1
64,Local-gov,Some-college,Married,16,Male,White,1
86,Self-emp-not-inc,Bachelors,Married,8,Male,White,0
60,Private,HS-grad,Married,21,Female,Black,0
61,Private,10th,Married,60,Male,White,0
60,Private,Some-college,Married,32,Female,White,0
53,Federal-gov,HS-grad,Widowed,40,Female,White,1
45,Private,Some-college,Divorced,40,Male,White,0
40,Private,Bachelors,Married,50,Male,Black,1
40,Private,Assoc,Married,40,Female,Black,0
32,Self-emp-not-inc,1st-4th,Married,30,Male,Other,0
32,Self-emp-not-inc,1st-4th,Married,20,Female,Other,0
75,Self-emp-not-inc,HS-grad,Divorced,60,Male,White,0
31,Private,Assoc,Never-married,48,Male,Black,0
64,Private,Some-college,Widowed,24,Female,Black,0
40,Private,7th-8th,Never-married,40,Male,Black,0
70,Self-emp-not-inc,Prof-school,Married,40,Male,White,1
70,Private,Bachelors,Married,40,Female,White,0
27,Private,Bachelors,Married,40,Female,White,0
32,Private,Some-college,Married,50,Male,White,0
36,Private,12th,Separated,40,Male,Black,0
60,State-gov,10th,Divorced,40,Female,Black,1
39,Private,Masters,Married,46,Male,White,1
39,State-gov,Bachelors,Married,40,Female,White,0
49,Private,Some-college,Married,45,Male,White,1
39,Private,11th,Married,38,Female,White,0
21,Private,Assoc,Never-married,40,Male,White,0
35,State-gov,Bachelors,Married,40,Female,White,0
35,State-gov,Prof-school,Married,40,Male,White,1
48,Self-emp-inc,HS-grad,Married,50,Male,White,1
42,State-gov,Masters,Divorced,38,Female,Black,1
43,Private,Some-college,Never-married,45,Female,Black,0
22,Private,HS-grad,Never-married,30,Male,Black,0
18,Private,HS-grad,Never-married,25,Female,Black,0
36,Federal-gov,HS-grad,Married,27,Female,White,0
40,Private,Assoc,Married,60,Male,White,1
28,State-gov,Masters,Married,70,Male,White,1
27,Private,Bachelors,Married,50,Female,White,0
31,Private,HS-grad,Married,40,Male,White,0
40,Federal-gov,Bachelors,Married,45,Male,White,1
33,Private,Doctorate,Married,32,Female,White,1
58,Private,Doctorate,Married,45,Male,White,1
48,Private,HS-grad,Divorced,40,Female,White,0
61,Private,Bachelors,Divorced,39,Male,White,0
61,Local-gov,Masters,Married,40,Female,White,0
60,Private,HS-grad,Married,40,Male,White,0
22,Private,HS-grad,Never-married,25,Female,White,0
21,Private,Some-college,Never-married,20,Female,White,0
44,Private,Assoc,Divorced,40,Female,White,0
62,State-gov,Assoc,Married,40,Female,Black,0
30,Private,Some-college,Never-married,40,Male,White,0
70,Self-emp-not-inc,Bachelors,Married,40,Male,White,0
46,Private,Bachelors,Divorced,40,Male,White,1
47,Private,Some-college,Married,40,Female,White,1
54,Private,Some-college,Married,40,Male,White,1
58,Private,HS-grad,Married,40,Male,Black,0
28,Private,Some-college,Never-married,40,Female,Black,0
46,Private,Some-college,Married,60,Male,White,1
62,Self-emp-inc,Some-college,Married,40,Male,White,1
63,Self-emp-inc,HS-grad,Married,40,Female,White,0
41,Federal-gov,Some-college,Divorced,40,Female,White,0
23,Private,HS-grad,Never-married,40,Male,White,0
20,Private,HS-grad,Never-married,40,Female,White,0
49,Local-gov,Masters,Married,50,Male,White,1
50,Private,Bachelors,Married,50,Female,White,1
61,Private,Prof-school,Married,58,Male,White,1
64,Federal-gov,Prof-school,Married,45,Male,Black,1
35,Federal-gov,Masters,Never-married,40,Female,Black,0
26,Private,Assoc,Never-married,24,Male,Black,0
62,Private,Bachelors,Married,55,Male,White,1
58,Private,Prof-school,Married,50,Female,White,1
41,Private,Doctorate,Divorced,40,Female,White,1
77,Private,HS-grad,Widowed,15,Female,White,1
55,Private,Masters,Divorced,40,Female,White,1
29,State-gov,Doctorate,Married,20,Male,Asian-Pac-Islander,0
31,State-gov,Masters,Never-married,20,Male,Asian-Pac-Islander,0
27,State-gov,Bachelors,Never-married,20,Male,Asian-Pac-Islander,0
62,Local-gov,Masters,Married,40,Female,Other,1
56,State-gov,Some-college,Married,40,Male,Black,0
64,Private,HS-grad,Married,40,Female,White,0
41,Federal-gov,Some-college,Never-married,45,Male,White,1
48,Private,11th,Married,20,Female,White,0
20,Private,Some-college,Never-married,40,Female,White,0
67,Local-gov,Assoc,Widowed,10,Male,White,0
56,Private,HS-grad,Married,25,Female,White,0
60,Private,Some-college,Married,50,Male,White,1
49,Private,Bachelors,Married,40,Male,Black,1
25,Private,Some-college,Never-married,50,Male,White,0
68,Private,Some-college,Widowed,40,Female,White,1
25,Private,Some-college,Never-married,64,Male,White,0
59,Private,Assoc,Married,36,Female,White,0
60,Local-gov,Masters,Married,50,Male,White,0
53,Private,Masters,Married,37,Female,White,0
54,Private,Assoc,Married,40,Male,White,0
73,Private,Some-college,Married,10,Male,White,1
62,Local-gov,Preschool,Married,50,Male,Black,0
